ZoneSubzone,SS_NoSpace,Species,Suitability
ICHmk3,ICHmk3/01,Ep,3
ICHmk3,ICHmk3/01,Fd,1
ICHmk3,ICHmk3/01,Pl,1
ICHmk3,ICHmk3/01,Sx,1
ICHmk3,ICHmk3/01,Bl,2
ICHmk3,ICHmk3/01,Cw,2
ICHmk3,ICHmk3/02,At,3
ICHmk3,ICHmk3/02,Fd,1
ICHmk3,ICHmk3/02,Pl,1
ICHmk3,ICHmk3/02,Bl,3
ICHmk3,ICHmk3/02,Sx,3
ICHmk3,ICHmk3/03,At,3
ICHmk3,ICHmk3/03,Fd,1
ICHmk3,ICHmk3/03,Pl,1
ICHmk3,ICHmk3/03,Bl,3
ICHmk3,ICHmk3/03,Cw,3
ICHmk3,ICHmk3/03,Sx,3
ICHmk3,ICHmk3/04,Act,3
ICHmk3,ICHmk3/04,At,3
ICHmk3,ICHmk3/04,Ep,3
ICHmk3,ICHmk3/04,Fd,1
ICHmk3,ICHmk3/04,Sx,1
ICHmk3,ICHmk3/04,Bl,2
ICHmk3,ICHmk3/04,Cw,2
ICHmk3,ICHmk3/04,Pl,2
ICHmk3,ICHmk3/05,Act,3
ICHmk3,ICHmk3/05,At,3
ICHmk3,ICHmk3/05,Pl,1
ICHmk3,ICHmk3/05,Sx,1
ICHmk3,ICHmk3/05,Bl,2
ICHmk3,ICHmk3/05,Cw,2
ICHmk3,ICHmk3/06,Act,3
ICHmk3,ICHmk3/06,At,3
ICHmk3,ICHmk3/06,Ep,3
ICHmk3,ICHmk3/06,Fd,1
ICHmk3,ICHmk3/06,Sx,1
ICHmk3,ICHmk3/06,Bl,2
ICHmk3,ICHmk3/06,Cw,2
ICHmk3,ICHmk3/06,Pl,2
ICHmk3,ICHmk3/07,Act,3
ICHmk3,ICHmk3/07,Sx,1
ICHmk3,ICHmk3/07,Bl,2
ICHmk3,ICHmk3/07,Cw,2
ICHmk3,ICHmk3/07,Pl,2
ICHmk3,ICHmk3/01,Lw,3
ICHmk3,ICHmk3/03,Lw,3
ICHmk3,ICHmk3/04,Lw,3
ICHmm,ICHmm/01,At,3
ICHmm,ICHmm/01,Ep,3
ICHmm,ICHmm/01,Fd,1
ICHmm,ICHmm/01,Pl,1
ICHmm,ICHmm/01,Sx,1
ICHmm,ICHmm/01,Bl,2
ICHmm,ICHmm/01,Cw,2
ICHmm,ICHmm/01,Hw,2
ICHmm,ICHmm/02,At,3
ICHmm,ICHmm/02,Ep,3
ICHmm,ICHmm/02,Fd,1
ICHmm,ICHmm/02,Pl,1
ICHmm,ICHmm/02,Hw,2
ICHmm,ICHmm/02,Bl,3
ICHmm,ICHmm/02,Cw,3
ICHmm,ICHmm/02,Sx,3
ICHmm,ICHmm/03,At,3
ICHmm,ICHmm/03,Ep,3
ICHmm,ICHmm/03,Fd,1
ICHmm,ICHmm/03,Hw,1
ICHmm,ICHmm/03,Pl,1
ICHmm,ICHmm/03,Bl,2
ICHmm,ICHmm/03,Sx,2
ICHmm,ICHmm/03,Cw,3
ICHmm,ICHmm/04,Act,3
ICHmm,ICHmm/04,At,3
ICHmm,ICHmm/04,Ep,3
ICHmm,ICHmm/04,Cw,1
ICHmm,ICHmm/04,Hw,1
ICHmm,ICHmm/04,Sx,1
ICHmm,ICHmm/04,Bl,2
ICHmm,ICHmm/04,Fd,2
ICHmm,ICHmm/04,Pl,2
ICHmm,ICHmm/04,Pw,3
ICHmm,ICHmm/05,Act,3
ICHmm,ICHmm/05,At,3
ICHmm,ICHmm/05,Ep,3
ICHmm,ICHmm/05,Cw,1
ICHmm,ICHmm/05,Hw,1
ICHmm,ICHmm/05,Sx,1
ICHmm,ICHmm/05,Bl,2
ICHmm,ICHmm/05,Fd,2
ICHmm,ICHmm/05,Pl,2
ICHmm,ICHmm/06,Act,3
ICHmm,ICHmm/06,Cw,1
ICHmm,ICHmm/06,Hw,1
ICHmm,ICHmm/06,Pl,1
ICHmm,ICHmm/06,Sx,1
ICHmm,ICHmm/06,Bl,2
ICHmm,ICHmm/07,Pl,1
ICHmm,ICHmm/07,Sb,1
ICHmm,ICHmm/07,Sx,1
ICHmm,ICHmm/08,Cw,1
ICHmm,ICHmm/08,Hw,1
ICHmm,ICHmm/08,Sx,1
ICHmm,ICHmm/08,Bl,2
ICHmm,ICHmm/08,Pl,2
ICHmm,ICHmm/01,Lw,3
ICHmw1,ICHmw1/01,At,3
ICHmw1,ICHmw1/01,Ep,3
ICHmw1,ICHmw1/01,Fd,1
ICHmw1,ICHmw1/01,Pl,1
ICHmw1,ICHmw1/01,Cw,2
ICHmw1,ICHmw1/01,Pw,2
ICHmw1,ICHmw1/01,Sx,2
ICHmw1,ICHmw1/01,Bl,3
ICHmw1,ICHmw1/01,Hw,3
ICHmw1,ICHmw1/01,Lw,3
ICHmw1,ICHmw1/02,At,3
ICHmw1,ICHmw1/02,Ep,3
ICHmw1,ICHmw1/02,Fd,1
ICHmw1,ICHmw1/02,Pl,2
ICHmw1,ICHmw1/02,Pw,2
ICHmw1,ICHmw1/02,Bl,3
ICHmw1,ICHmw1/02,Cw,3
ICHmw1,ICHmw1/02,Hw,3
ICHmw1,ICHmw1/02,Lw,3
ICHmw1,ICHmw1/02,Sx,3
ICHmw1,ICHmw1/03,At,3
ICHmw1,ICHmw1/03,Ep,3
ICHmw1,ICHmw1/03,Fd,1
ICHmw1,ICHmw1/03,Pl,1
ICHmw1,ICHmw1/03,Bl,2
ICHmw1,ICHmw1/03,Pw,2
ICHmw1,ICHmw1/03,Sx,2
ICHmw1,ICHmw1/03,Cw,3
ICHmw1,ICHmw1/03,Hw,3
ICHmw1,ICHmw1/03,Lw,3
ICHmw1,ICHmw1/04,At,3
ICHmw1,ICHmw1/04,Ep,3
ICHmw1,ICHmw1/04,Fd,1
ICHmw1,ICHmw1/04,Pl,1
ICHmw1,ICHmw1/04,Pw,2
ICHmw1,ICHmw1/04,Bl,3
ICHmw1,ICHmw1/04,Cw,3
ICHmw1,ICHmw1/04,Hw,3
ICHmw1,ICHmw1/04,Lw,3
ICHmw1,ICHmw1/04,Pa,3
ICHmw1,ICHmw1/04,Sx,3
ICHmw1,ICHmw1/05,Act,3
ICHmw1,ICHmw1/05,At,3
ICHmw1,ICHmw1/05,Ep,3
ICHmw1,ICHmw1/05,Cw,1
ICHmw1,ICHmw1/05,Fd,1
ICHmw1,ICHmw1/05,Hw,1
ICHmw1,ICHmw1/05,Sx,1
ICHmw1,ICHmw1/05,Bl,2
ICHmw1,ICHmw1/05,Pl,2
ICHmw1,ICHmw1/05,Pw,2
ICHmw1,ICHmw1/06,Act,3
ICHmw1,ICHmw1/06,At,3
ICHmw1,ICHmw1/06,Ep,3
ICHmw1,ICHmw1/06,Bl,1
ICHmw1,ICHmw1/06,Cw,1
ICHmw1,ICHmw1/06,Fd,1
ICHmw1,ICHmw1/06,Hw,1
ICHmw1,ICHmw1/06,Sx,1
ICHmw1,ICHmw1/06,Pl,2
ICHmw1,ICHmw1/06,Pw,2
ICHmw1,ICHmw1/06,Lw,3
ICHmw1,ICHmw1/07,Act,3
ICHmw1,ICHmw1/07,At,3
ICHmw1,ICHmw1/07,Ep,3
ICHmw1,ICHmw1/07,Cw,1
ICHmw1,ICHmw1/07,Hw,1
ICHmw1,ICHmw1/07,Sx,1
ICHmw1,ICHmw1/07,Bl,2
ICHmw1,ICHmw1/07,Fd,2
ICHmw1,ICHmw1/07,Pl,2
ICHmw2,ICHmw2/08,NS,1
ICHmw2,ICHmw2/08,NS,1
ICHmw2,ICHmw2/08,NS,2
ICHmw2,ICHmw2/08,NS,3
ICHmw2,ICHmw2/01,Act,3
ICHmw2,ICHmw2/01,At,3
ICHmw2,ICHmw2/01,Ep,3
ICHmw2,ICHmw2/01,Fd,1
ICHmw2,ICHmw2/01,Lw,1
ICHmw2,ICHmw2/01,Pl,2
ICHmw2,ICHmw2/01,Bl,3
ICHmw2,ICHmw2/01,Cw,3
ICHmw2,ICHmw2/01,Hw,3
ICHmw2,ICHmw2/01,Pw,3
ICHmw2,ICHmw2/01,Py,3
ICHmw2,ICHmw2/01,Sx,3
ICHmw2,ICHmw2/02,At,3
ICHmw2,ICHmw2/02,Ep,3
ICHmw2,ICHmw2/02,Fd,1
ICHmw2,ICHmw2/02,Lw,1
ICHmw2,ICHmw2/02,Pl,1
ICHmw2,ICHmw2/02,Bl,3
ICHmw2,ICHmw2/02,Cw,3
ICHmw2,ICHmw2/02,Hw,3
ICHmw2,ICHmw2/02,Pw,3
ICHmw2,ICHmw2/02,Py,3
ICHmw2,ICHmw2/02,Sx,3
ICHmw2,ICHmw2/03,At,3
ICHmw2,ICHmw2/03,Ep,3
ICHmw2,ICHmw2/03,Fd,1
ICHmw2,ICHmw2/03,Lw,1
ICHmw2,ICHmw2/03,Pl,1
ICHmw2,ICHmw2/03,Sx,2
ICHmw2,ICHmw2/03,Bl,3
ICHmw2,ICHmw2/03,Cw,3
ICHmw2,ICHmw2/03,Hw,3
ICHmw2,ICHmw2/03,Pw,3
ICHmw2,ICHmw2/03,Py,3
ICHmw2,ICHmw2/04,Act,3
ICHmw2,ICHmw2/04,At,3
ICHmw2,ICHmw2/04,Ep,3
ICHmw2,ICHmw2/04,Cw,1
ICHmw2,ICHmw2/04,Fd,1
ICHmw2,ICHmw2/04,Hw,1
ICHmw2,ICHmw2/04,Lw,1
ICHmw2,ICHmw2/04,Sx,1
ICHmw2,ICHmw2/04,Bl,2
ICHmw2,ICHmw2/04,Pl,2
ICHmw2,ICHmw2/04,Py,2
ICHmw2,ICHmw2/04,Pw,3
ICHmw2,ICHmw2/05,Act,3
ICHmw2,ICHmw2/05,At,3
ICHmw2,ICHmw2/05,Ep,3
ICHmw2,ICHmw2/05,Cw,1
ICHmw2,ICHmw2/05,Sx,1
ICHmw2,ICHmw2/05,Bl,2
ICHmw2,ICHmw2/05,Fd,2
ICHmw2,ICHmw2/05,Hw,2
ICHmw2,ICHmw2/05,Lw,2
ICHmw2,ICHmw2/05,Pl,2
ICHmw2,ICHmw2/05,Pw,3
ICHmw2,ICHmw2/06,Act,3
ICHmw2,ICHmw2/06,At,3
ICHmw2,ICHmw2/06,Ep,3
ICHmw2,ICHmw2/06,Cw,1
ICHmw2,ICHmw2/06,Sx,1
ICHmw2,ICHmw2/06,Bl,2
ICHmw2,ICHmw2/06,Hw,2
ICHmw2,ICHmw2/06,Pl,2
ICHmw2,ICHmw2/06,Pw,3
ICHmw2,ICHmw2/07,Act,3
ICHmw2,ICHmw2/07,At,3
ICHmw2,ICHmw2/07,Ep,3
ICHmw2,ICHmw2/07,Cw,1
ICHmw2,ICHmw2/07,Pl,1
ICHmw2,ICHmw2/07,Sx,1
ICHmw2,ICHmw2/07,Bl,2
ICHmw2,ICHmw2/07,Hw,2
ICHmw2,ICHmw2/101,Act,3
ICHmw2,ICHmw2/101,At,3
ICHmw2,ICHmw2/101,Ep,3
ICHmw2,ICHmw2/101,Fd,1
ICHmw2,ICHmw2/101,Lw,1
ICHmw2,ICHmw2/101,Cw,2
ICHmw2,ICHmw2/101,Hw,2
ICHmw2,ICHmw2/101,Pw,2
ICHmw2,ICHmw2/101,Sx,2
ICHmw2,ICHmw2/101,Bl,3
ICHmw2,ICHmw2/102,At,3
ICHmw2,ICHmw2/102,Fd,1
ICHmw2,ICHmw2/102,Pl,1
ICHmw2,ICHmw2/102,Lw,2
ICHmw2,ICHmw2/102,Py,3
ICHmw2,ICHmw2/103,At,3
ICHmw2,ICHmw2/103,Ep,3
ICHmw2,ICHmw2/103,Fd,1
ICHmw2,ICHmw2/103,Lw,1
ICHmw2,ICHmw2/103,Cw,3
ICHmw2,ICHmw2/103,Pl,3
ICHmw2,ICHmw2/103,Pw,3
ICHmw2,ICHmw2/103,Py,3
ICHmw2,ICHmw2/104,At,3
ICHmw2,ICHmw2/104,Ep,3
ICHmw2,ICHmw2/104,Fd,1
ICHmw2,ICHmw2/104,Lw,1
ICHmw2,ICHmw2/104,Cw,2
ICHmw2,ICHmw2/104,Hw,2
ICHmw2,ICHmw2/104,Pw,2
ICHmw2,ICHmw2/104,Bl,3
ICHmw2,ICHmw2/104,Pl,3
ICHmw2,ICHmw2/104,Py,3
ICHmw2,ICHmw2/104,Sx,3
ICHmw2,ICHmw2/110,Act,3
ICHmw2,ICHmw2/110,At,3
ICHmw2,ICHmw2/110,Ep,3
ICHmw2,ICHmw2/110,Cw,1
ICHmw2,ICHmw2/110,Fd,2
ICHmw2,ICHmw2/110,Hw,2
ICHmw2,ICHmw2/110,Lw,2
ICHmw2,ICHmw2/110,Pw,2
ICHmw2,ICHmw2/110,Sx,2
ICHmw2,ICHmw2/110,Bl,3
ICHmw2,ICHmw2/111,Act,3
ICHmw2,ICHmw2/111,At,3
ICHmw2,ICHmw2/111,Ep,3
ICHmw2,ICHmw2/111,Cw,1
ICHmw2,ICHmw2/111,Sx,1
ICHmw2,ICHmw2/111,Hw,2
ICHmw2,ICHmw2/111,Pw,2
ICHmw2,ICHmw2/111,Bl,3
ICHmw2,ICHmw2/111,Fd,3
ICHmw2,ICHmw2/111,Lw,3
ICHmw2,ICHmw2/112,Act,3
ICHmw2,ICHmw2/112,Sx,1
ICHmw2,ICHmw2/112,Bl,2
ICHmw2,ICHmw2/112,Cw,2
ICHmw2,ICHmw2/112,Hw,3
ICHmw2,ICHmw2/114,Act,3
ICHmw2,ICHmw2/114,Cw,1
ICHmw2,ICHmw2/114,Sx,1
ICHmw2,ICHmw2/114,Bl,2
ICHmw2,ICHmw2/114,Hw,2
ICHmw2,ICHmw2/113,Act,3
ICHmw2,ICHmw2/113,Cw,1
ICHmw2,ICHmw2/113,Sx,1
ICHmw2,ICHmw2/113,Bl,2
ICHmw2,ICHmw2/113,Hw,2
ICHmw3,ICHmw3/09,NS,1
ICHmw3,ICHmw3/09,NS,1
ICHmw3,ICHmw3/09,NS,1
ICHmw3,ICHmw3/09,NS,1
ICHmw3,ICHmw3/01,Act,3
ICHmw3,ICHmw3/01,At,3
ICHmw3,ICHmw3/01,Ep,3
ICHmw3,ICHmw3/01,Fd,1
ICHmw3,ICHmw3/01,Pl,2
ICHmw3,ICHmw3/01,Sx,2
ICHmw3,ICHmw3/01,Bl,3
ICHmw3,ICHmw3/01,Cw,3
ICHmw3,ICHmw3/01,Hw,3
ICHmw3,ICHmw3/02,Ep,3
ICHmw3,ICHmw3/02,Fd,1
ICHmw3,ICHmw3/02,Pl,1
ICHmw3,ICHmw3/02,Cw,3
ICHmw3,ICHmw3/03,At,2
ICHmw3,ICHmw3/03,Ep,2
ICHmw3,ICHmw3/03,Fd,1
ICHmw3,ICHmw3/03,Pl,1
ICHmw3,ICHmw3/03,Bl,3
ICHmw3,ICHmw3/03,Cw,3
ICHmw3,ICHmw3/03,Hw,3
ICHmw3,ICHmw3/03,Sx,3
ICHmw3,ICHmw3/04,At,3
ICHmw3,ICHmw3/04,Ep,3
ICHmw3,ICHmw3/04,Fd,1
ICHmw3,ICHmw3/04,Pl,1
ICHmw3,ICHmw3/04,Bl,3
ICHmw3,ICHmw3/04,Cw,3
ICHmw3,ICHmw3/04,Hw,3
ICHmw3,ICHmw3/04,Sx,3
ICHmw3,ICHmw3/05,Act,3
ICHmw3,ICHmw3/05,At,3
ICHmw3,ICHmw3/05,Ep,3
ICHmw3,ICHmw3/05,Fd,1
ICHmw3,ICHmw3/05,Bl,2
ICHmw3,ICHmw3/05,Hw,2
ICHmw3,ICHmw3/05,Pl,2
ICHmw3,ICHmw3/05,Sx,2
ICHmw3,ICHmw3/05,Cw,3
ICHmw3,ICHmw3/06,Act,3
ICHmw3,ICHmw3/06,At,3
ICHmw3,ICHmw3/06,Ep,3
ICHmw3,ICHmw3/06,Cw,1
ICHmw3,ICHmw3/06,Fd,1
ICHmw3,ICHmw3/06,Hw,1
ICHmw3,ICHmw3/06,Sx,1
ICHmw3,ICHmw3/06,Bl,2
ICHmw3,ICHmw3/06,Pl,2
ICHmw3,ICHmw3/07,Act,3
ICHmw3,ICHmw3/07,At,3
ICHmw3,ICHmw3/07,Ep,3
ICHmw3,ICHmw3/07,Cw,1
ICHmw3,ICHmw3/07,Sx,1
ICHmw3,ICHmw3/07,Bl,2
ICHmw3,ICHmw3/07,Fd,2
ICHmw3,ICHmw3/07,Hw,2
ICHmw3,ICHmw3/07,Pl,2
ICHmw3,ICHmw3/08,Act,3
ICHmw3,ICHmw3/08,At,3
ICHmw3,ICHmw3/08,Ep,3
ICHmw3,ICHmw3/08,Cw,1
ICHmw3,ICHmw3/08,Hw,1
ICHmw3,ICHmw3/08,Pl,1
ICHmw3,ICHmw3/08,Sx,1
ICHmw3,ICHmw3/08,Bl,2
ICHmw3,ICHmw3/01,Lw,3
ICHmw3,ICHmw3/03,Lw,3
ICHmw3,ICHmw3/04,Lw,3
ICHmw3,ICHmw3/05,Lw,3
ICHmw3,ICHmw3/06,Lw,3
ICHmw3,ICHmw3/09,NS,1
ICHmw3,ICHmw3/09,NS,1
ICHmw3,ICHmw3/09,NS,1
ICHmw3,ICHmw3/09,NS,1
ICHmw3,ICHmw3/01,Act,3
ICHmw3,ICHmw3/01,At,3
ICHmw3,ICHmw3/01,Ep,3
ICHmw3,ICHmw3/01,Fd,1
ICHmw3,ICHmw3/01,Pl,2
ICHmw3,ICHmw3/01,Sx,2
ICHmw3,ICHmw3/01,Bl,3
ICHmw3,ICHmw3/01,Cw,3
ICHmw3,ICHmw3/01,Hw,3
ICHmw3,ICHmw3/01,Lw,3
ICHmw3,ICHmw3/01,Pw,3
ICHmw3,ICHmw3/02,Ep,3
ICHmw3,ICHmw3/02,Fd,1
ICHmw3,ICHmw3/02,Pl,1
ICHmw3,ICHmw3/02,Py,2
ICHmw3,ICHmw3/02,Cw,3
ICHmw3,ICHmw3/02,Pw,3
ICHmw3,ICHmw3/03,At,2
ICHmw3,ICHmw3/03,Ep,2
ICHmw3,ICHmw3/03,Fd,1
ICHmw3,ICHmw3/03,Pl,1
ICHmw3,ICHmw3/03,Bl,3
ICHmw3,ICHmw3/03,Cw,3
ICHmw3,ICHmw3/03,Hw,3
ICHmw3,ICHmw3/03,Lw,3
ICHmw3,ICHmw3/03,Pw,3
ICHmw3,ICHmw3/03,Sx,3
ICHmw3,ICHmw3/04,At,3
ICHmw3,ICHmw3/04,Ep,3
ICHmw3,ICHmw3/04,Fd,1
ICHmw3,ICHmw3/04,Pl,1
ICHmw3,ICHmw3/04,Bl,3
ICHmw3,ICHmw3/04,Cw,3
ICHmw3,ICHmw3/04,Hw,3
ICHmw3,ICHmw3/04,Lw,3
ICHmw3,ICHmw3/04,Pw,3
ICHmw3,ICHmw3/04,Sx,3
ICHmw3,ICHmw3/05,Act,3
ICHmw3,ICHmw3/05,At,3
ICHmw3,ICHmw3/05,Ep,3
ICHmw3,ICHmw3/05,Fd,1
ICHmw3,ICHmw3/05,Bl,2
ICHmw3,ICHmw3/05,Cw,2
ICHmw3,ICHmw3/05,Pl,2
ICHmw3,ICHmw3/05,Sx,2
ICHmw3,ICHmw3/05,Hw,3
ICHmw3,ICHmw3/05,Lw,3
ICHmw3,ICHmw3/05,Pw,3
ICHmw3,ICHmw3/06,Act,3
ICHmw3,ICHmw3/06,At,3
ICHmw3,ICHmw3/06,Ep,3
ICHmw3,ICHmw3/06,Cw,1
ICHmw3,ICHmw3/06,Fd,1
ICHmw3,ICHmw3/06,Hw,1
ICHmw3,ICHmw3/06,Sx,1
ICHmw3,ICHmw3/06,Bl,2
ICHmw3,ICHmw3/06,Pl,2
ICHmw3,ICHmw3/06,Lw,3
ICHmw3,ICHmw3/06,Pw,3
ICHmw3,ICHmw3/07,Act,3
ICHmw3,ICHmw3/07,At,3
ICHmw3,ICHmw3/07,Ep,3
ICHmw3,ICHmw3/07,Cw,1
ICHmw3,ICHmw3/07,Sx,1
ICHmw3,ICHmw3/07,Bl,2
ICHmw3,ICHmw3/07,Fd,2
ICHmw3,ICHmw3/07,Hw,2
ICHmw3,ICHmw3/07,Pl,2
ICHmw3,ICHmw3/07,Lw,3
ICHmw3,ICHmw3/07,Pw,3
ICHmw3,ICHmw3/08,Act,3
ICHmw3,ICHmw3/08,At,3
ICHmw3,ICHmw3/08,Ep,3
ICHmw3,ICHmw3/08,Cw,1
ICHmw3,ICHmw3/08,Hw,1
ICHmw3,ICHmw3/08,Pl,1
ICHmw3,ICHmw3/08,Sx,1
ICHmw3,ICHmw3/08,Bl,2
ICHmw3,ICHmw3/08,Pw,3
ICHmw3,ICHmw3/09,NS,1
ICHmw3,ICHmw3/09,NS,1
ICHmw3,ICHmw3/09,NS,1
ICHmw3,ICHmw3/09,NS,1
ICHmw3,ICHmw3/01,Act,3
ICHmw3,ICHmw3/01,At,3
ICHmw3,ICHmw3/01,Ep,3
ICHmw3,ICHmw3/01,Fd,1
ICHmw3,ICHmw3/01,Cw,2
ICHmw3,ICHmw3/01,Pl,2
ICHmw3,ICHmw3/01,Sx,2
ICHmw3,ICHmw3/01,Bl,3
ICHmw3,ICHmw3/01,Hw,3
ICHmw3,ICHmw3/01,Lw,3
ICHmw3,ICHmw3/01,Pw,3
ICHmw3,ICHmw3/02,Ep,3
ICHmw3,ICHmw3/02,Fd,1
ICHmw3,ICHmw3/02,Pl,1
ICHmw3,ICHmw3/02,Py,2
ICHmw3,ICHmw3/02,Pw,3
ICHmw3,ICHmw3/03,At,2
ICHmw3,ICHmw3/03,Ep,2
ICHmw3,ICHmw3/03,Fd,1
ICHmw3,ICHmw3/03,Pl,1
ICHmw3,ICHmw3/03,Bl,3
ICHmw3,ICHmw3/03,Cw,3
ICHmw3,ICHmw3/03,Lw,3
ICHmw3,ICHmw3/03,Pw,3
ICHmw3,ICHmw3/03,Sx,3
ICHmw3,ICHmw3/04,At,3
ICHmw3,ICHmw3/04,Ep,3
ICHmw3,ICHmw3/04,Fd,1
ICHmw3,ICHmw3/04,Pl,1
ICHmw3,ICHmw3/04,Sx,2
ICHmw3,ICHmw3/04,Cw,3
ICHmw3,ICHmw3/04,Hw,3
ICHmw3,ICHmw3/04,Lw,3
ICHmw3,ICHmw3/04,Pw,3
ICHmw3,ICHmw3/05,Act,3
ICHmw3,ICHmw3/05,At,3
ICHmw3,ICHmw3/05,Ep,3
ICHmw3,ICHmw3/05,Fd,1
ICHmw3,ICHmw3/05,Cw,2
ICHmw3,ICHmw3/05,Lw,2
ICHmw3,ICHmw3/05,Pl,2
ICHmw3,ICHmw3/05,Sx,2
ICHmw3,ICHmw3/05,Bl,3
ICHmw3,ICHmw3/05,Hw,3
ICHmw3,ICHmw3/05,Lw,3
ICHmw3,ICHmw3/05,Pw,3
ICHmw3,ICHmw3/06,Act,3
ICHmw3,ICHmw3/06,At,3
ICHmw3,ICHmw3/06,Ep,3
ICHmw3,ICHmw3/06,Cw,1
ICHmw3,ICHmw3/06,Fd,1
ICHmw3,ICHmw3/06,Hw,1
ICHmw3,ICHmw3/06,Sx,1
ICHmw3,ICHmw3/06,Bl,2
ICHmw3,ICHmw3/06,Pl,2
ICHmw3,ICHmw3/06,Lw,3
ICHmw3,ICHmw3/06,Pw,3
ICHmw3,ICHmw3/07,Act,3
ICHmw3,ICHmw3/07,At,3
ICHmw3,ICHmw3/07,Ep,3
ICHmw3,ICHmw3/07,Cw,1
ICHmw3,ICHmw3/07,Sx,1
ICHmw3,ICHmw3/07,Bl,2
ICHmw3,ICHmw3/07,Fd,2
ICHmw3,ICHmw3/07,Hw,2
ICHmw3,ICHmw3/07,Pl,2
ICHmw3,ICHmw3/07,Lw,3
ICHmw3,ICHmw3/07,Pw,3
ICHmw3,ICHmw3/08,Act,3
ICHmw3,ICHmw3/08,At,3
ICHmw3,ICHmw3/08,Ep,3
ICHmw3,ICHmw3/08,Cw,1
ICHmw3,ICHmw3/08,Hw,1
ICHmw3,ICHmw3/08,Pl,1
ICHmw3,ICHmw3/08,Sx,1
ICHmw3,ICHmw3/08,Bl,2
ICHmw4,ICHmw4/101,Act,3
ICHmw4,ICHmw4/101,At,3
ICHmw4,ICHmw4/101,Ep,3
ICHmw4,ICHmw4/101,Cw,1
ICHmw4,ICHmw4/101,Fd,1
ICHmw4,ICHmw4/101,Lw,1
ICHmw4,ICHmw4/101,Hw,2
ICHmw4,ICHmw4/101,Pl,2
ICHmw4,ICHmw4/101,Pw,2
ICHmw4,ICHmw4/101,Sx,2
ICHmw4,ICHmw4/101,Bg,3
ICHmw4,ICHmw4/101,Bl,3
ICHmw4,ICHmw4/102,Fd,1
ICHmw4,ICHmw4/102,Lw,2
ICHmw4,ICHmw4/102,Pl,2
ICHmw4,ICHmw4/102,Py,3
ICHmw4,ICHmw4/103,At,3
ICHmw4,ICHmw4/103,Ep,3
ICHmw4,ICHmw4/103,Fd,1
ICHmw4,ICHmw4/103,Lw,1
ICHmw4,ICHmw4/103,Bl,3
ICHmw4,ICHmw4/103,Cw,3
ICHmw4,ICHmw4/103,Pl,3
ICHmw4,ICHmw4/103,Pw,3
ICHmw4,ICHmw4/103,Py,3
ICHmw4,ICHmw4/104,At,3
ICHmw4,ICHmw4/104,Ep,3
ICHmw4,ICHmw4/104,Fd,1
ICHmw4,ICHmw4/104,Lw,1
ICHmw4,ICHmw4/104,Cw,2
ICHmw4,ICHmw4/104,Pw,2
ICHmw4,ICHmw4/104,Bg,3
ICHmw4,ICHmw4/104,Bl,3
ICHmw4,ICHmw4/104,Hw,3
ICHmw4,ICHmw4/104,Pl,3
ICHmw4,ICHmw4/104,Py,3
ICHmw4,ICHmw4/104,Sx,3
ICHmw4,ICHmw4/110,Act,3
ICHmw4,ICHmw4/110,At,3
ICHmw4,ICHmw4/110,Ep,3
ICHmw4,ICHmw4/110,Cw,1
ICHmw4,ICHmw4/110,Sx,1
ICHmw4,ICHmw4/110,Fd,2
ICHmw4,ICHmw4/110,Hw,2
ICHmw4,ICHmw4/110,Lw,2
ICHmw4,ICHmw4/110,Bg,3
ICHmw4,ICHmw4/110,Bl,3
ICHmw4,ICHmw4/110,Pw,3
ICHmw4,ICHmw4/110,Sx,3
ICHmw4,ICHmw4/111,Sx,1
ICHmw4,ICHmw4/111,Bl,2
ICHmw4,ICHmw4/111,Cw,3
ICHmw4,ICHmw4/111,Hw,3
ICHmw4,ICHmw4/112,Act,3
ICHmw4,ICHmw4/112,At,3
ICHmw4,ICHmw4/112,Ep,3
ICHmw4,ICHmw4/112,Cw,1
ICHmw4,ICHmw4/112,Sx,1
ICHmw4,ICHmw4/112,Hw,2
ICHmw4,ICHmw4/112,Bl,3
ICHmw4,ICHmw4/112,Fd,3
ICHmw4,ICHmw4/112,Lw,3
ICHmw4,ICHmw4/112,Pw,3
ICHmw4,ICHmw4/113,Act,3
ICHmw4,ICHmw4/113,At,3
ICHmw4,ICHmw4/113,Ep,3
ICHmw4,ICHmw4/113,Sx,1
ICHmw4,ICHmw4/113,Bl,2
ICHmw4,ICHmw4/113,Cw,3
ICHmw4,ICHmw4/113,Hw,3
ICHmw4,ICHmw4/114,Act,3
ICHmw4,ICHmw4/114,At,3
ICHmw4,ICHmw4/114,Ep,3
ICHmw4,ICHmw4/114,Sx,1
ICHmw4,ICHmw4/114,Bl,2
ICHmw4,ICHmw4/114,Cw,2
ICHmw4,ICHmw4/114,Hw,2
ICHmw5,ICHmw5/101,Act,3
ICHmw5,ICHmw5/101,At,3
ICHmw5,ICHmw5/101,Ep,3
ICHmw5,ICHmw5/101,Fd,1
ICHmw5,ICHmw5/101,Lw,1
ICHmw5,ICHmw5/101,Cw,2
ICHmw5,ICHmw5/101,Pl,2
ICHmw5,ICHmw5/101,Pw,2
ICHmw5,ICHmw5/101,Sx,2
ICHmw5,ICHmw5/101,Bg,3
ICHmw5,ICHmw5/101,Bl,3
ICHmw5,ICHmw5/101,Hw,3
ICHmw5,ICHmw5/102,At,3
